Frequency,Actual Temperature,Normalized Frequency,Normalized Temperature,Predicted Temperature,Error
480.7692308,152,4.3191135362850765,3.1548499522616518,151.99300607156783,0.006993928432166285
484.9660524,152,4.3607923827135835,3.1548499522616518,153.43738383431491,-1.4373838343149146
486.6180049,152,4.377198006091686,3.1548499522616518,154.0638969878337,-2.0638969878336866
485.4368932,152,4.365468326383782,3.1548499522616518,153.61250806027465,-1.6125080602746493
480.7692308,152,4.3191135362850765,3.1548499522616518,151.99300607156783,0.006993928432166285
472.3665564,152,4.2356661541265535,3.1548499522616518,149.67581631289204,2.3241836871079613
460.8294931,151,4.121090998128343,3.1247444410357264,147.53535171371777,3.4646482862822268
446.4285714,150,3.97807472029484,3.094638929809801,146.12546199963208,3.87453800036792
430.1075269,149,3.8159896063437677,3.064533418583875,145.618505752258,3.381494247742012
412.2011542,147,3.6381605182893932,3.004322396132024,145.70992068694363,1.290079313056367
393.3910307,146,3.4513562355775087,2.9742168849060984,145.89604508456318,0.10395491543681601
374.1114852,144,3.259890099369598,2.914005862454247,145.6822238466914,-1.682223846691386
354.6099291,141,3.0662191647249597,2.8236893287764704,144.72843038706935,-3.728430387069352
335.2329869,140,2.873785776989859,2.7935838175505445,142.90444794934513,-2.9044479493451263
316.3555837,137,2.6863133361928044,2.703267283872768,140.29300319313,-3.293003193130005
297.8850164,135,2.5028812031843164,2.6430562614209165,137.04636018251477,-2.046360182514775
280.033604,133,2.325597928633991,2.5828452389690657,133.41896131800178,-0.41896131800177727
262.8811777,131,2.155256320204894,2.5226342165172144,129.6572564121622,1.3427435878377878
246.4875524,128,1.9924504026778829,2.4323176828394377,125.9745560313149,2.025443968685096
230.8935581,126,1.837585660836889,2.3721066603875864,122.529446668952,3.470553331047995
216.1694769,123,1.6913600697525168,2.2817901267098097,119.42853515593107,3.5714648440689274
202.1835827,121,1.552465450899254,2.2215791042579585,116.68299630209475,4.31700369790525
188.9644747,118,1.4211858243709687,2.1312625705801818,114.29599931140925,3.704000688590753
176.5536723,116,1.2979335214176717,2.0710515481283305,112.23875055739268,3.7612494426073226
164.9348507,113,1.182546419629353,1.9807350144505536,110.45127168756954,2.5487283124304554
154.0832049,111,1.0747781793032098,1.920523991998702,108.86403855509485,2.135961444905149
143.9470275,109,0.974115291648729,1.860312969546851,107.40438827649557,1.5956117235044331
134.5351809,106,0.8806457696061287,1.769996435869074,106.01524174272289,-0.015241742722892582
125.7861635,104,0.7937588376920032,1.709785413417223,104.63997886426696,-0.6399788642669648
117.688596,102,0.7133414875056228,1.6495743909653717,103.24215808252508,-1.24215808252508
110.2049813,100,0.6390213334606154,1.5893633685135204,101.79438238107791,-1.7943823810779094
103.2951141,97,0.5703990947001748,1.4990468348357437,100.28027992718678,-3.2802799271867826
96.88983626,95,0.5067879582569969,1.4388358123838925,98.68524370783439,-3.6852437078343883
90.95043201,93,0.4478034358716353,1.3786247899320414,97.00689877305021,-4.00689877305021
85.46278096,91,0.3933052972406812,1.3184137674801901,95.25574805058285,-4.255748050582852
80.36647111,89,0.3426935877531407,1.2582027450283388,93.43122343963786,-4.431223439637861
75.6429652,87,0.2957842129474465,1.1979917225764878,91.54764813551186,-4.547648135511864
71.25044532,86,0.2521618770557607,1.1678862113505621,89.61108644795496,-3.6110864479549605
67.18624026,84,0.21180005215719963,1.1076751888987109,87.64471215504183,-3.64471215504183
63.43165239,82,0.17451305114765864,1.0474641664468598,85.66591434585762,-3.6659143458576153
59.95203837,80,0.13995682927488268,0.9872531439950085,83.68204328800175,-3.6820432880017506
56.74402769,79,0.10809791383451024,0.957147632769083,81.71625546387578,-2.7162554638757825
53.78946802,77,0.07875603312416768,0.8969366103172317,79.78244388324575,-2.7824438832457474
51.08295872,76,0.051877553116338716,0.8668310990913062,77.90139599449114,-1.9013959944911392
48.5932261,75,0.027151893222426827,0.8367255878653805,76.0738340970626,-1.0738340970626012
46.34564583,73,0.004831060497711706,0.7765145654135294,74.3404618223942,-1.3404618223942038
44.28894105,72,-0.015594178133922169,0.7464090541876037,72.68203643210788,-0.6820364321078785
42.39803273,71,-0.03437288378099217,0.7163035429616782,71.09418282943432,-0.09418282943431677
40.66859165,70,-0.05154805014509738,0.6861980317357526,69.58725965980251,0.4127403401974874
39.05639744,69,-0.0675588319451905,0.6560925205098269,68.13408218778483,0.8659178122151729
37.54176521,67,-0.08260072081409935,0.5958814980579757,66.72513305421603,0.27486694578396964
36.09717359,67,-0.09694703286174217,0.5958814980579757,65.34089149638369,1.6591085036163093
