Frequency,Actual Temperature,Normalized Frequency,Normalized Temperature,Predicted Temperature,Error
9.760287343,33,-0.3584999750439304,-0.42770588362349465,32.87282348496409,0.12717651503591298
9.693679721,33,-0.35916145868867383,-0.42770588362349465,32.80889920717483,0.1911007928251678
9.629180268,32,-0.35980200600102796,-0.45781139484942024,32.74696382866895,-0.7469638286689531
9.565258979,32,-0.36043681153761387,-0.45781139484942024,32.68555027945433,-0.6855502794543327
9.503444999,32,-0.36105068928251366,-0.45781139484942024,32.62612977484558,-0.6261297748455803
9.443584029,32,-0.36164517158685827,-0.45781139484942024,32.568557040331456,-0.5685570403314557
9.385000892,32,-0.3622269636673992,-0.45781139484942024,32.51218506423133,-0.5121850642313319
9.326705155,32,-0.36280590156408266,-0.45781139484942024,32.45606191018103,-0.4560619101810275
9.271535459,32,-0.3633537945903413,-0.45781139484942024,32.402922807576225,-0.4029228075762248
9.219053941,31,-0.3638749911856545,-0.4879169060753458,32.352349928900296,-1.3523499289002956
9.168844267,31,-0.36437362598391976,-0.4879169060753458,32.30394526268815,-1.3039452626881527
9.122339698,31,-0.36483546519804666,-0.4879169060753458,32.259094172102934,-1.2590941721029338
9.076634021,31,-0.3652893705755337,-0.4879169060753458,32.21499638393019,-1.2149963839301918
9.033260465,31,-0.3657201155420537,-0.4879169060753458,32.173132915295916,-1.1731329152959162
8.993614534,31,-0.3661138412771824,-0.4879169060753458,32.134853862088285,-1.1348538620882849
8.956480461,31,-0.36648262162415546,-0.4879169060753458,32.09898842895883,-1.0989884289588332
8.920527025,31,-0.3668396770056902,-0.4879169060753458,32.06425257045055,-1.0642525704505488
8.885887434,31,-0.3671836845264376,-0.4879169060753458,32.030776077884916,-1.0307760778849158
8.851437473,31,-0.3675258088221158,-0.4879169060753458,31.99747312664769,-0.9974731266476908
8.818730985,30,-0.3678506185997265,-0.5180224173012714,31.96584662618029,-1.9658466261802907
8.78626531,30,-0.36817303685132025,-0.5180224173012714,31.93444434075192,-1.93444434075192
8.754957495,30,-0.3684839563370084,-0.5180224173012714,31.904153829714108,-1.904153829714108
8.72425255,30,-0.36878888869039955,-0.5180224173012714,31.874438814875315,-1.8744388148753153
8.694518106,30,-0.3690841829495391,-0.5180224173012714,31.845655663321747,-1.8456556633217467
8.66581164,30,-0.3693692683074489,-0.5180224173012714,31.81786074024197,-1.8178607402419686
8.640055296,30,-0.3696250558553722,-0.5180224173012714,31.792916522793625,-1.7929165227936252
8.614748449,30,-0.36987637942597684,-0.5180224173012714,31.76840234186801,-1.7684023418680113
8.591655784,30,-0.3701057138437563,-0.5180224173012714,31.74602841604418,-1.7460284160441795
8.569347444,30,-0.37032725909050557,-0.5180224173012714,31.724410258325427,-1.7244102583254275
8.54934683,30,-0.37052588619425997,-0.5180224173012714,31.70502496542908,-1.7050249654290788
8.531112969,29,-0.37070696758509575,-0.548127928527197,31.687349216854567,-2.6873492168545674
8.514696366,30,-0.3708700016953173,-0.5180224173012714,31.67143277334638,-1.6714327733463783
8.499932001,29,-0.371016627346846,-0.548127928527197,31.657116344316524,-2.657116344316524
8.487163166,29,-0.3711434352895605,-0.548127928527197,31.644733463021353,-2.6447334630213533
8.475653685,29,-0.37125773652434996,-0.548127928527197,31.633570725650014,-2.6335707256500136
8.465465135,29,-0.37135891952692957,-0.548127928527197,31.62368821828901,-2.6236882182890113
8.456230551,29,-0.3714506286451744,-0.548127928527197,31.614730286997023,-2.6147302869970233
8.44687339,29,-0.37154355508177256,-0.548127928527197,31.605652738178403,-2.605652738178403
8.437608107,29,-0.37163556907333073,-0.548127928527197,31.59666361490415,-2.5966636149041484
8.428221055,29,-0.37172879235895345,-0.548127928527197,31.587555634628746,-2.587555634628746
8.419421922,29,-0.37181617699141223,-0.548127928527197,31.579017439121756,-2.579017439121756
8.411914636,29,-0.3718907322263283,-0.548127928527197,31.571732279343607,-2.571732279343607
8.404067569,29,-0.3719686618434479,-0.548127928527197,31.564116898251687,-2.5641168982516866
8.39679914,29,-0.3720408449774814,-0.548127928527197,31.557062620499238,-2.557062620499238
8.390387972,29,-0.37210451460939986,-0.548127928527197,31.55083998662389,-2.5508399866238918
8.38370543,29,-0.3721708792701636,-0.548127928527197,31.544353600434246,-2.5443536004342455
8.378226665,29,-0.372225289160985,-0.548127928527197,31.539035383094703,-2.539035383094703
8.372684953,29,-0.3722803241816299,-0.548127928527197,31.533655812981394,-2.5336558129813938
8.367500628,29,-0.3723318099739996,-0.548127928527197,31.528622945324273,-2.5286229453242726
8.362882184,29,-0.37237767597369203,-0.548127928527197,31.52413924114961,-2.5241392411496086
8.358618153,29,-0.3724200222800529,-0.548127928527197,31.519999454951826,-2.519999454951826
8.35456786,29,-0.37246024594358373,-0.548127928527197,31.516067040820626,-2.5160670408206265
8.351009637,29,-0.37249558283519124,-0.548127928527197,31.51261226459254,-2.5126122645925406
8.347872545,29,-0.37252673745365306,-0.548127928527197,31.50956628987806,-2.509566289878059
8.344946718,29,-0.3725557939887722,-0.548127928527197,31.50672537120949,-2.506725371209491
8.342370902,29,-0.3725813745470433,-0.548127928527197,31.5042242480175,-2.5042242480175005
8.339796676,29,-0.37260693931494443,-0.548127928527197,31.50172461436036,-2.5017246143603593
8.336737501,29,-0.37263732013575956,-0.548127928527197,31.498754013217685,-2.4987540132176846
8.334583521,29,-0.3726587114194944,-0.548127928527197,31.496662352457747,-2.496662352457747
8.332638947,29,-0.3726780230817092,-0.548127928527197,31.494774006454453,-2.4947740064544526
8.330556481,29,-0.37269870415631257,-0.548127928527197,31.492751721255758,-2.4927517212557575
8.328266971,29,-0.37272144139529517,-0.548127928527197,31.490528334337608,-2.4905283343376077
8.326949339,29,-0.37273452686496994,-0.548127928527197,31.4892487372298,-2.4892487372298007
8.326256016,29,-0.3727414122905602,-0.548127928527197,31.488575422040892,-2.488575422040892
8.325840077,29,-0.37274554300169277,-0.548127928527197,31.488171484254117,-2.488171484254117
8.326256016,29,-0.3727414122905602,-0.548127928527197,31.488575422040892,-2.488575422040892
8.328058896,29,-0.37272350779858726,-0.548127928527197,31.490326266597325,-2.490326266597325
8.331667,29,-0.37268767553625953,-0.548127928527197,31.493830151997777,-2.493830151997777
8.33416675,29,-0.37266285039326086,-0.548127928527197,31.496257635139255,-2.496257635139255
8.337641115,29,-0.3726283462996698,-0.548127928527197,31.499631472406428,-2.4996314724064277
8.341535844,29,-0.37258966755004846,-0.548127928527197,31.50341339312239,-2.50341339312239
8.344946718,29,-0.3725557939887722,-0.548127928527197,31.50672537120949,-2.506725371209491
8.348151302,29,-0.3725239691038634,-0.548127928527197,31.509836953608005,-2.509836953608005
8.350870161,29,-0.3724969679783635,-0.548127928527197,31.51247684140711,-2.5124768414071106
8.352823254,29,-0.37247757171353124,-0.548127928527197,31.51437316801468,-2.5143731680146786
8.35456786,29,-0.37246024594358373,-0.548127928527197,31.516067040820626,-2.5160670408206265
8.356243367,29,-0.37244360639928126,-0.548127928527197,31.51769380053332,-2.517693800533319
8.356941694,29,-0.37243667127871527,-0.548127928527197,31.518371803575054,-2.5183718035750537
8.356732183,29,-0.37243875194299564,-0.548127928527197,31.518168390557843,-2.518168390557843
8.355545158,29,-0.3724505403479833,-0.548127928527197,31.517015908059662,-2.517015908059662
8.354009507,29,-0.3724657909753144,-0.548127928527197,31.515524927457957,-2.5155249274579567
8.351149118,29,-0.37249419764236374,-0.548127928527197,31.51274769247316,-2.512747692473159
8.348290687,29,-0.37252258486441664,-0.548127928527197,31.509972291545306,-2.5099722915453064
8.345155637,29,-0.3725537192036737,-0.548127928527197,31.506928229648015,-2.5069282296480146
8.341883764,29,-0.3725862123390265,-0.548127928527197,31.503751229794123,-2.5037512297941227
8.338405864,29,-0.37262075153888047,-0.548127928527197,31.500374080765493,-2.500374080765493
8.33416675,29,-0.37266285039326086,-0.548127928527197,31.496257635139255,-2.496257635139255
8.329515639,29,-0.37270904081057354,-0.548127928527197,31.491740945026443,-2.491740945026443
8.324453916,29,-0.37275930903631393,-0.548127928527197,31.486825308331188,-2.4868253083311878
8.319467554,29,-0.37280882884817224,-0.548127928527197,31.48198265217988,-2.4819826521798802
8.314348903,29,-0.37285966242874424,-0.548127928527197,31.477011307451217,-2.4770113074512174
8.308132,29,-0.3729214028051753,-0.548127928527197,31.47097302757776,-2.4709730275777595
8.302613663,29,-0.3729762056875193,-0.548127928527197,31.465612977016946,-2.4656129770169457
8.296758456,29,-0.37303435404277946,-0.548127928527197,31.459925446008622,-2.459925446008622
8.290774027,29,-0.37309378570822205,-0.548127928527197,31.45411210292753,-2.4541121029275317
8.283631544,29,-0.37316471806619383,-0.548127928527197,31.447173428308556,-2.447173428308556
8.276501357,29,-0.37323552831197115,-0.548127928527197,31.440246281381572,-2.4402462813815724
8.269041535,29,-0.37330961217951564,-0.548127928527197,31.432998439702715,-2.4329984397027147
8.260571466,29,-0.373393728860837,-0.548127928527197,31.42476850494778,-2.4247685049477816
8.252323029,29,-0.3734756445036173,-0.548127928527197,31.416753352959386,-2.416753352959386
8.243139647,29,-0.3735668451322245,-0.548127928527197,31.40782904158747,-2.407829041587469
8.23404448,29,-0.3736571696932291,-0.548127928527197,31.398989774462365,-2.3989897744623647
8.224157641,29,-0.37375535638869034,-0.548127928527197,31.38938033956793,-2.3893803395679285
8.214227041,29,-0.3738539776768439,-0.548127928527197,31.379727563907434,-2.3797275639074336
8.203580042,29,-0.37395971355950464,-0.548127928527197,31.36937753250106,-2.3693775325010584
8.191886755,29,-0.3740758401809263,-0.548127928527197,31.358009324126247,-2.3580093241262468
8.17955765,29,-0.37419828114289044,-0.548127928527197,31.346021758077992,-2.346021758077992
8.165865051,29,-0.3743342630323585,-0.548127928527197,31.33270700668417,-2.3327070066841706
8.152218219,29,-0.3744697904074472,-0.548127928527197,31.31943522762886,-2.3194352276288583
8.138020833,28,-0.37461078536200526,-0.5782334397531227,31.305626402234214,-3.305626402234214
8.12413681,28,-0.37474866829284675,-0.5782334397531227,31.29212076262523,-3.292120762625231
8.110892117,28,-0.37488020200529704,-0.5782334397531227,31.279235553695955,-3.2792355536959548
8.096248199,28,-0.3750256314916096,-0.5782334397531227,31.264987419862386,-3.2649874198623863
8.082636879,28,-0.37516080619523995,-0.5782334397531227,31.25174239610275,-3.251742396102749
8.069852644,28,-0.37528776707612915,-0.5782334397531227,31.239300813355012,-3.239300813355012
8.059056768,28,-0.37539498146376604,-0.5782334397531227,31.228793250361324,-3.228793250361324
8.049067113,28,-0.3754941892300954,-0.5782334397531227,31.21906952445502,-3.219069524455019
8.040007075,28,-0.3755841649232339,-0.5782334397531227,31.21024995958047,-3.2102499595804694
8.031676934,28,-0.37566689197254816,-0.5782334397531227,31.20214032339632,-3.2021403233963213
8.022849074,28,-0.3757545618942891,-0.5782334397531227,31.19354552075425,-3.193545520754249
8.014040599,28,-0.3758420393026198,-0.5782334397531227,31.184968952919927,-3.1849689529199274
8.005251445,28,-0.3759293248331276,-0.5782334397531227,31.176410561741868,-3.176410561741868
7.997312903,28,-0.37600816289307376,-0.5782334397531227,31.168679903602506,-3.1686799036025057
7.989134777,28,-0.37608938027377603,-0.5782334397531227,31.160715393604704,-3.160715393604704
7.980654893,28,-0.3761735944283562,-0.5782334397531227,31.152456426994938,-3.152456426994938
7.972765035,28,-0.3762519490050493,-0.5782334397531227,31.144771584131217,-3.1447715841312167
7.96444671,28,-0.37633455870907334,-0.5782334397531227,31.13666885355353,-3.1366688535535303
7.957095342,28,-0.376407565514488,-0.5782334397531227,31.129507544779138,-3.1295075447791376
7.950515988,28,-0.376472905410033,-0.5782334397531227,31.123097913832023,-3.123097913832023
7.94426305,28,-0.3765350036518617,-0.5782334397531227,31.117005948634255,-3.1170059486342545
7.938208981,28,-0.37659512691564745,-0.5782334397531227,31.111107426475492,-3.111107426475492
7.93329684,28,-0.3766439096350212,-0.5782334397531227,31.106321271319974,-3.106321271319974
7.928390775,28,-0.37669263201333325,-0.5782334397531227,31.101540838247278,-3.1015408382472778
7.924432611,28,-0.3767319407391306,-0.5782334397531227,31.09768388853866,-3.0976838885386613
7.920415663,28,-0.37677183325178903,-0.5782334397531227,31.093769526250846,-3.0937695262508456
7.916716146,28,-0.3768085733412183,-0.5782334397531227,31.09016437093629,-3.0901643709362894
7.91245658,28,-0.37685087530543954,-0.5782334397531227,31.086013312074407,-3.0860133120744067
7.909139802,28,-0.3768838143946063,-0.5782334397531227,31.082780921511112,-3.0827809215111124
7.905575803,28,-0.3769192086479604,-0.5782334397531227,31.079307499029508,-3.0793074990295075
7.903201587,28,-0.3769427871064901,-0.5782334397531227,31.07699356406501,-3.0769935640650097
7.901765254,28,-0.37695705140176705,-0.5782334397531227,31.075593676861224,-3.0755936768612244
7.900204615,28,-0.3769725501861832,-0.5782334397531227,31.074072618584346,-3.0740726185843457
7.898956548,28,-0.3769849448023435,-0.5782334397531227,31.0728561904785,-3.0728561904785003
7.898395046,28,-0.37699052110695164,-0.5782334397531227,31.072308918552874,-3.0723089185528742
7.897771249,28,-0.37699671606633833,-0.5782334397531227,31.071700927320304,-3.071700927320304
7.897085186,28,-0.3770035293925034,-0.5782334397531227,31.071032244087156,-3.0710322440871565
7.896898098,28,-0.3770053873728428,-0.5782334397531227,31.070849894842688,-3.070849894842688
7.896648662,28,-0.37700786453430657,-0.5782334397531227,31.070606776364027,-3.070606776364027
7.896461596,28,-0.37700972229616275,-0.5782334397531227,31.07042444789057,-3.07042444789057
7.89671102,28,-0.37700724525387164,-0.5782334397531227,31.07066755505701,-3.0706675550570104
7.897085186,28,-0.3770035293925034,-0.5782334397531227,31.071032244087156,-3.0710322440871565
7.897771249,28,-0.37699671606633833,-0.5782334397531227,31.071700927320304,-3.071700927320304
7.899018942,28,-0.37698432516439084,-0.5782334397531227,31.072917003075112,-3.072917003075112
7.89995497,28,-0.37697502942323646,-0.5782334397531227,31.07382930318947,-3.07382930318947
7.900828797,28,-0.376966351403342,-0.5782334397531227,31.074680972565965,-3.0746809725659645
7.902264789,28,-0.3769520904945532,-0.5782334397531227,31.07608053848662,-3.0760805384866217
7.903513902,28,-0.3769396854905142,-0.5782334397531227,31.077297952076453,-3.077297952076453
7.904513477,28,-0.3769297586609061,-0.5782334397531227,31.07827215108072,-3.0782721510807214
7.905388313,28,-0.37692107062058194,-0.5782334397531227,31.079124771062546,-3.0791247710625456
7.906013314,28,-0.3769148637042106,-0.5782334397531227,31.07973389662239,-3.0797338966223897
7.906325851,28,-0.37691175988354164,-0.5782334397531227,31.080038493770004,-3.0800384937700045
7.907263612,28,-0.376902446931877,-0.5782334397531227,31.08095242657976,-3.08095242657976
7.908451762,28,-0.37689064735445776,-0.5782334397531227,31.082110375700612,-3.082110375700612
7.910328516,28,-0.37687200921607467,-0.5782334397531227,31.083939401947394,-3.0839394019473936
7.91414733,28,-0.3768340843821372,-0.5782334397531227,31.087661010186892,-3.087661010186892
7.919600219,28,-0.3767799314671735,-0.5782334397531227,31.092974891035464,-3.092974891035464
7.925186242,28,-0.3767244563917585,-0.5782334397531227,31.098418258356872,-3.0984182583568725
7.9315979,28,-0.37666078189362545,-0.5782334397531227,31.10466585928695,-3.10466585928695
7.938776158,28,-0.376589494252329,-0.5782334397531227,31.11166004382671,-3.11166004382671
7.945651742,28,-0.3765212124817523,-0.5782334397531227,31.11835891855189,-3.118358918551891
