Frequency,Actual Temperature,Normalized Frequency,Normalized Temperature,Predicted Temperature,Error
480.7692308,152,4.3191135362850765,3.1548499522616518,151.93268626427297,0.06731373572702637
484.9660524,152,4.3607923827135835,3.1548499522616518,152.0905272942517,-0.09052729425170014
486.6180049,152,4.377198006091686,3.1548499522616518,152.14799513579484,-0.1479951357948437
485.4368932,152,4.365468326383782,3.1548499522616518,152.1071776963536,-0.10717769635360241
480.7692308,152,4.3191135362850765,3.1548499522616518,151.93268626427297,0.06731373572702637
472.3665564,152,4.2356661541265535,3.1548499522616518,151.56710401171384,0.4328959882861625
460.8294931,151,4.121090998128343,3.1247444410357264,150.96321047129575,0.03678952870424723
446.4285714,150,3.97807472029484,3.094638929809801,150.05760073177984,-0.05760073177984282
430.1075269,149,3.8159896063437677,3.064533418583875,148.85062262185116,0.14937737814884144
412.2011542,147,3.6381605182893932,3.004322396132024,147.3382023670004,-0.33820236700040596
393.3910307,146,3.4513562355775087,2.9742168849060984,145.5760084160322,0.4239915839677906
374.1114852,144,3.259890099369598,2.914005862454247,143.6252967011222,0.3747032988777903
354.6099291,141,3.0662191647249597,2.8236893287764704,141.53949671094279,-0.5394967109427853
335.2329869,140,2.873785776989859,2.7935838175505445,139.3828688144847,0.6171311855152908
316.3555837,137,2.6863133361928044,2.703267283872768,137.21765586054738,-0.2176558605473815
297.8850164,135,2.5028812031843164,2.6430562614209165,135.04178396922572,-0.04178396922571892
280.033604,133,2.325597928633991,2.5828452389690657,132.8765731596491,0.12342684035090201
262.8811777,131,2.155256320204894,2.5226342165172144,130.71895358675087,0.28104641324912905
246.4875524,128,1.9924504026778829,2.4323176828394377,128.55746319525926,-0.5574631952592597
230.8935581,126,1.837585660836889,2.3721066603875864,126.37600099511826,-0.376000995118261
216.1694769,123,1.6913600697525168,2.2817901267098097,124.16467995646725,-1.1646799564672534
202.1835827,121,1.552465450899254,2.2215791042579585,121.88623524181929,-0.8862352418192927
188.9644747,118,1.4211858243709687,2.1312625705801818,119.53100187543417,-1.5310018754341712
176.5536723,116,1.2979335214176717,2.0710515481283305,117.10018371535196,-1.1001837153519602
164.9348507,113,1.182546419629353,1.9807350144505536,114.59294391569821,-1.5929439156982141
154.0832049,111,1.0747781793032098,1.920523991998702,112.01344349612455,-1.0134434961245518
143.9470275,109,0.974115291648729,1.860312969546851,109.36443850865275,-0.3644385086527535
134.5351809,106,0.8806457696061287,1.769996435869074,106.66924733643484,-0.6692473364348359
125.7861635,104,0.7937588376920032,1.709785413417223,103.9358922480609,0.06410775193910467
117.688596,102,0.7133414875056228,1.6495743909653717,101.18930500448026,0.8106949955197393
110.2049813,100,0.6390213334606154,1.5893633685135204,98.44795575855005,1.5520442414499485
103.2951141,97,0.5703990947001748,1.4990468348357437,95.72883758866129,1.2711624113387074
96.88983626,95,0.5067879582569969,1.4388358123838925,93.03478767186256,1.96521232813744
90.95043201,93,0.4478034358716353,1.3786247899320414,90.37726632206801,2.62273367793199
85.46278096,91,0.3933052972406812,1.3184137674801901,87.77706201660276,3.2229379833972445
80.36647111,89,0.3426935877531407,1.2582027450283388,85.23071369636138,3.769286303638623
75.6429652,87,0.2957842129474465,1.1979917225764878,82.75171822752169,4.2482817724783075
